text,label,notes
"
I finished this game 13 times(I’m a little crazy abt it) one of those was a hidden blade only walk through.

One thing you should do is upgrade your medicine pouch from the tailor shops and stock up on medicines. This makes the game ridiculously easy.

Speedyboys and normal guards can be killed with one counter attack. Another way to instantly kill them is to go for a grab and just slice their necks. On rooftops I just throw the fuckers off because it’s funny.

Officers usually can’t be countered when they are at full health. I usually dodge an attack from them which leaves them open and I keep hitting them till they die. This works for bosses and all types of enemies in this game.

For brutes and spearboys a disarm is the quickest method of killing them. Use your fists and counter and now you have their weapon. Good thing here is that these weapons are kinda good but most of the kill animation have you discard them. You can disarm other guard types too.

Or you know you could just drop a smoke bomb and stab everyone.

I hate the locking in all the Ezio games so I can’t help you with that I’m sorry",analysis,
"
Collect the codex pages throughout the game, they are not optional, and i think it's best to collect them gradually while you play, than having to go after them all at once at the end",analysis,
"
If you like difficulty don't buy armor ever, it's not unequippable

On a similar note, if you want to ditch your weapons, bribe a news guy and immediately after pressing the bribe button, press the attack button to unsheathe, ezio will drop his weapon.

The camera auto redirects when sprinting, so if you're parkouring on beams, just push the analog forward, don't try to compensate for any slight adjustment bc it'll snowball into a confusing mess and it's one of the reasons why ppl complain about parkour in ac2. (picture a biker when he loses control of his bike)

On parkour yet again, ejects are very analog stick focused, if you want to eject back DO NOT touch the analog stick at all, this is another reason why people get mad at parkour.

On ejects again, if you find a good path for it, you can climb walls using ejects instead of a straight line. Picture you wall running up, ejecting to a balcony, wall run up again, eject to a beam, wall run up again, an you're on the roof. It's faster and cooler too imo.

Combat, is very complex, I've never gotten into learning it, although i appreciate its complexity. What i do know is that you do more damage if you tap the attack button at the same time as the first attack connects with the enemy. Also, hidden blades completely cheese through enemies, counters an nearly always instant kills and they're fast af.

Stealth, if you press all the sprint buttons but don't use the analog stick at all, ezio will crouch in place. Make sure to block line of sight and learn the detection range of enemies, lastly, use crowds, they're useful.

Traversal loop, my suggestion is to kill all roof guards that'll make your detection imminent, and offset the notoriety from those kills by occasionally ripping off wanted posters",analysis,
"
AC1. The best AC game ever made. 10/10

AC Revelations. The best AC story ever told. 10/10

AC3. True ending to the franchise as with Desmonds death were left to float in meaningless Filler like the rpg trilogy Syndicate and such. 5/10

AC Black Flag. A pirate game which showed Ubisoft that they can make more money if the dont appeal to AC fans and only sprinkle AC elements in. Causing them to creat the RPG trilogy with Origins which was made by the same team that made AC Black Flag. 4/10

AC Unity. Could have joined the goats if it didnt waste its potential. However once you master the janky controls the game becoms one of the most rewarding Assassin fantasy games ever made. 8/10

AC Origins. The origins of everything wrong with the RPG era games and modern AC in general. 2/10

AC Valhalla. Droppesd it 2 hours in and watched the cutscenes instead. Dropped/10

AC Mirage. A true love letter to AC fans and the best AC game since Unity. 7/10",opinion,
"Some better than others- but all worth playing my opinion.

Standouts we’re 2, Black Flag, and Origins",opinion,
"
I'm playing them all through from start to finish at the moment t, I've gone from the OG on my ps3, through every single main street game in the series and am now on odyssey. I have enjoyed every single one, except unity, unity sucked, and am looking forward to finishing valhalla and the dlc fully l, hopefully by the end of the year.",opinion,
"
Agreed apart from Black Flag and Odyssey - they are both essentially ship based games that have nothing to do with Assassins in my personal opinion. I know Black Flag gets a lot of love because it’s a Pirate game and I understand that but that just means it’s a good pirate game as opposed to an Assassin game. Odyssey just didn’t do anything for me as it fell between too many stools. Whereas Valhalla made great use of boats without you using them in naval battles. I mean a naval battle is hardly Assassin like.",opinion,
"
Take your time, don't rush through, don't use guides. Just experience the atmosphere and find stuff on your own. Assassins Creed games can be played however you want, full stealth or full on brawling all the time. Have fun!",analysis,
"
This applied to the PS3/WiiU releases so unless they've changed some fundamentals this should apply to the remaster as well.

Don't buy weapons for the first playable character if you want to save money early on. They don't carry over and you don't really need them at that point. Don't be afraid to grab chests and collectibles though as they do carry over and you can find the money you collected as this character in a logically placed chest later.

Explore the city undergrounds early to unlock city fast travel points.

Liberate districts early to receive district keys so you don't have to lockpick district chests.

Grab chests, harvest valuable animals you come across, save your money and use trade convoys early and often to get a headstart moneywise. Clearing forts/naval missions also increases the revenue from trade/naval convoys.

Leveling up your homestead craftspeople nets you some nice ammo upgrades etc. so it's worth it to keep up with their missions as soon as available.

Pickpocket civilians whenever the opportunity rises to get crafting materials/delivery request items and to unlock the thieves challenge sets.(after starting sequence 5) Fancy clothing usually means higher value/more rare items.

Defeat an enemy using fists only after starting sequence 5 to grab the attention of the brawlers and beat “Boston's Most Wanted” to unlock brawler challenge sets.

After finishing sequence 4, visit a Frontiersmen campfire in the frontier to begin the first mission, “The Boy Who Cried Wolf” to open up challenge sets.",analysis,
"hide in crowds, crouch in bushes, stay on rooftops, use your eagle vision, be patient and memorize guard patrols, take time to carry and hide bodies.

regarding the detection, there is depth to it. once you are out of sight, the guards will still search for you in your last seen location, seen in game by a white etched outline of you), after roughly 2 minutes (varies from game to game) they stop.",analysis,
Two thoughts: 1. You could start a NG+ and keep your gear. 2. Farming new gear is part of the fun for me. You can keep most things in the Adrestia and then mix/match to your heart's content.,analysis,
"Dodging is much more reliable than parrying.

Using the ""focus target"" option should be used on bosses and not against multiple enemies.

Smoke Bomb is Naoe's best friend.",analysis,
"
I think you use your grappling hook to assassinate him from there, and then just sprint to hide somewhere until you're not in alert. You can click and hold block or parry for each attack in the blue shiny combos but the white or Grey should break after the first block. After each block click block again and hold when being attacked with the blue colored attacks. Red dodge. Also I recommened clearing Katano Castle after you level a few times. Once you kill the two samurai you can loot the legendary chest and it gives you a legendary outfit that gives you the ability to throw a kunai knife at the nearest enemy after you assassinate one...game changer.",analysis,
"
Altair is my favorite too for all of the reasons you've stated. He has so much depth, and he's such an important figure in the Brotherhood. A lot of the reasons people don't seem to like him are the same reasons people don't seem to like Connor: he's not your typical extroverted and charming hero archetype. He doesn't need to be overtly friendly to everyone he meets, and he keeps things close to himself until he feels he needs to share with others. I relate to that a lot.

(Since you brought him up, I actually think Ezio's kinda boring and overrated. He's too much the generic hero archetype for my liking. I probably didn't need to mention this here, but bring on the fire!)",opinion,
"
Altaïr Ibn-La’Ahad is the greatest assassin. He is the assassin from the first game. He saved the assassin order from being destroyed by Al-Mualim, and was able to see past his lies and even withstand the strength of the apple of Eden. He reformed the tenants of the creed, and took the order underground as to not make them a target like they were in the Masayaf castle. Not to mention his skill. Most of his enemies never saw him, as he struck from the shadows like a true assassin. Not to mention he was never hit in battle, and remained undefeated in combat his entire life, registering his last kill, Abbas, at a very advanced age.",opinion,
"
I disagree with you assessment of Altair. I thought he had a good character arc. He starts out pretty much as a loner, arrogant, cold blooded killer. His whole story is becoming more humble wise and even build relationships. He then teaches what learns to next generation through the mistakes his made.

To be honest, all three ;Altair, Ezio and Connor through their hardship, mistakes and experiences all rise up and become mentor of their own sects. You could say, were seeing the lives of these leaders and what made them great mentors and the influence which they had on the brotherhood as a whole. All three were from different backgrounds, different era and had different personality but they save and grew their orders to become stronger and better than it was.

Haytam on the other hand while charismatic and likable to us the player failed in his mission as a grand master. All the work he did in the prologue and rogue was undone by his own son in a few years. He back the wrong people Hickey, Charles and tried to manipulate his own son.",opinion,
"
Is there a consensus? AC1 is widely considered mechanically intolerable, calling for a remake. Odyssey is a monument to the death of original AC and thus hated by fans of that. Unity is its biggest PR disaster, and what casuals might cite. Syndicate makes a mockery of its own IP in terms of both mechanics and themes, earning great ire that way. Valhalla seems to have done the impossible feat of uniting various factions in a shared hatred of its inadequacies across the board, but I dunno if that is the same as being literally the worst.",opinion,
"
Imo Odyssey or Valhalla. It's close, because while Valhalla has some up-sides, it is much more boring than Odyssey",opinion,
"
Started it today, faces are bad and the ps4 controller glitch is killing me but overall one of my fav games thanks to its characters and story. Another issue ive had was the parkour is REALLY CLUNKY compared to games that came before.",opinion,
"You're correct. The HDR implementation in AC3R is awful. Unless you're on PC and can fix it with Reshade or RenoDX, just keep it off.",analysis,
"Nope, sorry. That's part of the ""features"" of the remaster.

I dislike it so much that I just went back to the original, which honestly looks miles better.",analysis,
"Hello, it's me once again.


I posted a video of my custom Launcher for Assassin's Creed 1 with mods and I received a lot of positive feedback and people asking me to release it and so after a week of making sure everything is fully automatized (By fully automatized I mean that all the user has to do is open the Launcher and everything will be setup for him) and that it actually works (Tested it on 2 different PC's and with both GOG and Steam versions). I wanted to release this earlier, but I had some really tough issues with automatizing uMod (The mod used to inject custom textures into the game) and Nexusmods (Don't blame them, just a minor annoyance compared to getting the uMod to be fully automated) keep flagging my Launcher as unsafe because Virustotal has 4 Antiviruses that think this is a virus because it edits .ini file and creates a Shortcut in Search and on Desktop even though I have the link to the Github page on the mod Page.


Nexusmods Link


Do note that this is still a BETA and that things might break. If you plan to use this, backup your current installation and Ubisoft folder located at %AppData%\Roaming.


Also another note: Currently DirectX10 doesn't work, but I might be able to make it work in the future updates, but no promises.


I want your feedback to fix all of the bugs and when I get it to be as stable as possible, I'll start working on Ezio Trilogy (All 3 games with a collection of best mods I can find while also trying to fix them to make them as Definitive and Good Looking as possible with a custom Launcher that launches all 3 games with plenty of customization, similar to Final Fantasy XIII Custom Launcher, but this one will be open source because the main reason why I'm doing this is to get better at programming because it's my passion combined with Gaming).",analysis,
"
Yeah, I got really confused to after changing my TV to an HDR one. Thankfully it's just a matter of turning the HDR off and then on again on the console settings. But really, this remaster was rather poorly done.",analysis,
"
Hey I just went through this 30 mins ago! Lol. Quick fix, go to your ps5 settings, turn HDR off. Then back on. It should fix it, it fixed mine! Do it while in game!!",analysis,
"
Altiar was arrogant, but learned from his mistakes. He took his demotion to heart and genuinely changed by the end.

Connor was just angry, and in the span of AC3 seemed to acknowledge jack all of the creed, instead focusing near exclusively on Charles Lee.",analysis,
